layer,probe_auroc,freq_dir_norm,freq_dir_mean,freq_dir_std,dataset
0,0.9376181474480151,0.9999999999997246,0.0008471427689361456,0.04418605378541925,emotion
1,0.945179584120983,0.9999999999997182,0.0009098439122000975,0.044184807163258406,emotion
2,0.943289224952741,0.999999999999705,0.0007795441418983886,0.04418729807229312,emotion
3,0.9716446124763706,0.9999999999997234,0.0004992932080339656,0.044191353297803986,emotion
4,0.9565217391304347,0.9999999999997344,0.0004258814174653145,0.044192121752833054,emotion
5,0.9111531190926275,0.9999999999997152,0.00048010261795207736,0.044191565954094944,emotion
