condition,pct,seed,dataset,layer,n_ablated_per_layer,freq_auroc,freq_auroc_std,freq_accuracy
circuit_neg,50.0,0,emotion,1,1024,0.9372400756143667,0.025625350779327864,0.8652173913043478
circuit_neg,50.0,0,emotion,2,1024,0.9311909262759925,0.03271140778271946,0.8565217391304347
circuit_neg,50.0,0,emotion,3,1024,0.9561436672967863,0.020338718572873782,0.8956521739130434
circuit_neg,50.0,0,emotion,4,1024,0.9576559546313799,0.017997172378694724,0.8913043478260869
circuit_neg,50.0,0,emotion,5,1024,0.9534971644612475,0.015707053366987488,0.8695652173913043
random,5.0,0,emotion,0,102,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,5.0,0,emotion,1,102,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,5.0,0,emotion,2,102,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,5.0,0,emotion,3,102,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,5.0,0,emotion,4,102,0.9232514177693762,0.020590168323917014,0.8347826086956521
random,5.0,0,emotion,5,102,0.9130434782608695,0.013420218789640004,0.8478260869565217
random,5.0,1,emotion,0,102,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,5.0,1,emotion,1,102,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,5.0,1,emotion,2,102,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,5.0,1,emotion,3,102,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,5.0,1,emotion,4,102,0.925141776937618,0.025853037424996256,0.826086956521739
random,5.0,1,emotion,5,102,0.9149338374291116,0.011151516978262886,0.8565217391304347
random,5.0,2,emotion,0,102,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,5.0,2,emotion,1,102,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,5.0,2,emotion,2,102,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,5.0,2,emotion,3,102,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,5.0,2,emotion,4,102,0.9258979206049152,0.026851086434124278,0.8391304347826086
random,5.0,2,emotion,5,102,0.908506616257089,0.020240088944157526,0.8565217391304347
random,10.0,0,emotion,0,204,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,10.0,0,emotion,1,204,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,10.0,0,emotion,2,204,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,10.0,0,emotion,3,204,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,10.0,0,emotion,4,204,0.9293005671077506,0.024895391505715386,0.8521739130434783
random,10.0,0,emotion,5,204,0.9032136105860114,0.018766992281271648,0.8173913043478261
random,10.0,1,emotion,0,204,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,10.0,1,emotion,1,204,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,10.0,1,emotion,2,204,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,10.0,1,emotion,3,204,0.9561436672967863,0.020338718572873782,0.8956521739130434
random,10.0,1,emotion,4,204,0.9361058601134215,0.028926819301910885,0.8434782608695652
random,10.0,1,emotion,5,204,0.9149338374291116,0.009105175484909094,0.8391304347826086
random,10.0,2,emotion,0,204,0.9368620037807183,0.021205752230442607,0.8478260869565218
random,10.0,2,emotion,1,204,0.9372400756143667,0.025625350779327864,0.8652173913043478
random,10.0,2,emotion,2,204,0.9311909262759925,0.03271140778271946,0.8565217391304347
random,10.0,2,emotion,3,204,0.9561436672967863,0.020338718572873782,0.8956521739130434
