condition,layer,n_ablated,ablate_layers,dataset,frequency_auroc,frequency_auroc_std,frequency_accuracy,semantic_auroc,semantic_auroc_std,semantic_accuracy,cosine_dist,euclidean_dist
clean,0,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9451795841209829,0.02336716391737231,0.8739130434782609,0.8243936367908408,0.011212195297631703,0.532608695652174,0.013182933319786705,8.310197830200195
clean,1,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9463137996219281,0.02404845957472855,0.8826086956521738,0.8825176993145742,0.022062773593380533,0.5869565217391304,0.01283052754833891,11.2199068069458
clean,2,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.948960302457467,0.021151759139053882,0.9043478260869566,0.9208812454906206,0.019478475351605164,0.6358695652173914,0.013223031406390029,14.681081771850586
clean,3,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9557655954631381,0.012742759581363136,0.9,0.9490014097744361,0.022054981358512974,0.6793478260869565,0.014285771443020345,13.579787254333496
clean,4,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9553875236294896,0.010733511959605608,0.8869565217391304,0.9500554772347536,0.01863195469514025,0.7119565217391305,0.013604432877580952,13.057304382324219
clean,5,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9610586011342155,0.010045618340708102,0.8913043478260869,0.9578523130743526,0.017655125336116278,0.7173913043478262,0.012540788874243036,13.488441467285156
clean,6,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9644612476370511,0.00787624448241952,0.8782608695652174,0.961890729427736,0.016417398622202376,0.7445652173913044,0.011429133324772134,13.811625480651855
clean,7,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9697542533081286,0.008866570434448827,0.8956521739130434,0.9665292789264829,0.013526331401733625,0.7445652173913044,0.011461304730506994,14.357914924621582
clean,8,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9705103969754255,0.007427932969523064,0.882608695652174,0.966655897556391,0.014434500122944945,0.7608695652173914,0.010029414477924492,14.62242317199707
clean,9,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9712665406427222,0.01072018667580937,0.8913043478260869,0.9685816102756891,0.014155603540079269,0.7880434782608696,0.0076455894292268844,15.198503494262695
clean,10,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9724007561436674,0.009534608856649182,0.9043478260869564,0.9704675099206349,0.01346640975144222,0.7880434782608695,0.006770822789941788,15.186749458312988
clean,11,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9712665406427222,0.007692623799385971,0.9086956521739129,0.9706649436090226,0.012337718171123674,0.7717391304347826,0.006238601065497895,15.313035011291504
clean,12,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9716446124763707,0.008538064113902632,0.9043478260869564,0.9690368499373434,0.012471875235630526,0.7880434782608696,0.005998722547948865,15.830519676208496
clean,13,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9716446124763707,0.007561436672967859,0.9130434782608695,0.965358382936508,0.014403236225294384,0.7880434782608696,0.005244065993757485,16.246408462524414
clean,14,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9705103969754253,0.0077111826292518715,0.8869565217391304,0.9643408651837928,0.014631710041247624,0.7771739130434783,0.004445184273567215,16.460847854614258
clean,15,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9674858223062381,0.005783386971938902,0.8869565217391304,0.964577459273183,0.013650075806695292,0.7771739130434783,0.003569003730403253,16.929973602294922
clean,16,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.964461247637051,0.007012187898295412,0.8826086956521738,0.9643604453842941,0.014742648920823201,0.7717391304347826,0.0027687786135311976,17.146223068237305
clean,17,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9659735349716445,0.00756143667296787,0.8869565217391304,0.9608236085004177,0.016263394827039607,0.75,0.002341643831903828,17.750059127807617
clean,18,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9648393194706995,0.007984390201112627,0.882608695652174,0.9573804302422723,0.017788561232186625,0.7336956521739131,0.002042318828775591,18.42142105102539
clean,19,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9621928166351607,0.010491067618534328,0.882608695652174,0.9552138810568087,0.02098643251307624,0.7336956521739131,0.0018594128559106249,19.245935440063477
clean,20,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9610586011342154,0.009902306883711794,0.8782608695652174,0.9522040779030911,0.023656810913372708,0.7228260869565217,0.001577795577615504,20.12129020690918
clean,21,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.956899810964083,0.009057957316227584,0.8652173913043478,0.9474483735380117,0.026999442644481612,0.7282608695652173,0.001429072809747467,20.69241714477539
clean,22,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9572778827977316,0.00968336368609877,0.8608695652173914,0.943470329469507,0.02795258206379909,0.733695652173913,0.001376244369746371,21.390188217163086
clean,23,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9504725897920606,0.011048498447033992,0.8652173913043478,0.9412531980994151,0.029539209797816567,0.7228260869565217,0.001382452590426353,21.886878967285156
clean,24,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9466918714555765,0.00981531567920392,0.8565217391304347,0.9418448464912281,0.02883979338629909,0.7119565217391304,0.0014034408880868599,22.21080207824707
clean,25,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9361058601134216,0.008736650289823329,0.8434782608695652,0.9395444992690059,0.03099583441862305,0.7119565217391304,0.0014746590509873148,22.662893295288086
clean,26,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9285444234404536,0.009519605528933231,0.8434782608695652,0.9392478592314119,0.032178998900554354,0.7119565217391304,0.0015276303947882042,23.169578552246094
clean,27,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9270321361058601,0.009307019754322235,0.8304347826086957,0.9377995770676691,0.03196004923268117,0.7065217391304348,0.0015414322508938705,23.392601013183594
clean,28,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9221172022684311,0.007876244482419555,0.8347826086956521,0.9352362024853802,0.03151777532334325,0.7065217391304348,0.0016383555892953705,23.73747444152832
clean,29,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9175803402646503,0.010463782611038232,0.826086956521739,0.9323804302422722,0.03267247466748059,0.7065217391304348,0.001747661321678473,24.090303421020508
clean,30,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.913421550094518,0.012274240514743203,0.826086956521739,0.9284428519214704,0.032409830116183445,0.7010869565217391,0.001994297180945681,24.75215721130371
clean,31,0,"22,23,24,25,26,27,28,29,30,31",emotion,0.9043478260869564,0.020240088944157523,0.8173913043478261,0.916420282477026,0.031027029554537712,0.657608695652174,0.005837368376885421,27.631799697875977
