attn_proj_mean,attn_proj_high,attn_proj_low,attn_proj_diff,attn_proj_abs_diff,attn_proj_std,mlp_proj_mean,mlp_proj_high,mlp_proj_low,mlp_proj_diff,mlp_proj_abs_diff,mlp_proj_std,total_proj_diff,mlp_freq_fraction,attn_freq_fraction,layer,probe_auroc,dataset
0.07949996830134919,0.11180716324449619,0.047192773358202204,0.06461438988629398,0.06461438988629398,0.04320363449539583,0.11847846212716898,0.23022097800922392,0.006735946245114057,0.22348503176410986,0.22348503176410986,0.13093513207416302,0.28809942170817016,0.7757219035119188,0.22427809648461033,0,0.9640831758034026,emotion
-0.06200290163730141,-0.03440665705757683,-0.089599146217026,0.055192489159449167,0.055192489159449167,0.05552882352631313,-0.039349744474357004,0.01478981860802762,-0.09348930755674163,0.10827912616476926,0.10827912616476926,0.061385125855550074,0.16347161530188004,0.6623726446291821,0.3376273553647007,1,0.9867674858223063,emotion
0.012934628768470175,0.01929776350868257,0.006571494028257779,0.012726269480424792,0.012726269480424792,0.015169878184728721,-0.008362515345439593,0.08056359921096158,-0.09728862990184076,0.17785222911280235,0.17785222911280235,0.09923779891774685,0.19057849878782213,0.933222952351403,0.06677704764334987,2,0.9905482041587902,emotion
-0.0033581664282090425,0.017789170324248742,-0.024505503180666827,0.04229467350491557,0.04229467350491557,0.034415019813543425,-0.054936744472271946,0.04441616516208839,-0.15428965410663228,0.19870581926872066,0.19870581926872066,0.11302512822332694,0.24100049271565538,0.8245037882745491,0.1754962117213016,3,0.9905482041587901,emotion
-0.0003226236964358452,0.013914452897981582,-0.014559700290853274,0.028474153188834856,0.028474153188834856,0.02406312793406902,-0.07225562657006963,0.013945894318616231,-0.1584571474587555,0.17240304177737173,0.17240304177737173,0.1032162235364915,0.2008771950233421,0.8582509418528902,0.1417490581421315,4,0.9829867674858224,emotion
0.0151794203711229,0.023326416420600758,0.007032424321645039,0.01629399209895572,0.01629399209895572,0.02020159007720632,-0.03406017418810135,0.06453569275579157,-0.1326560411319943,0.19719173388778588,0.19719173388778588,0.11656579464670229,0.21348572591695975,0.9236764330515881,0.07632356694372777,5,0.9905482041587902,emotion
-0.026456280459392988,-0.018631018393731845,-0.034281542525054116,0.01565052413132227,0.01565052413132227,0.028862580848188244,-0.03596543591054857,0.03890676831957545,-0.11083764014067259,0.14974440846024803,0.14974440846024803,0.09082782618406,0.16539493226220384,0.9053748268644036,0.09462517312955034,6,0.9924385633270322,emotion
-0.03394174272584313,-0.024256719704004944,-0.04362676574768133,0.019370046043676387,0.019370046043676387,0.030260094362447598,-0.022949171736569348,0.07307846460104583,-0.11897680807418451,0.19205527267523034,0.19205527267523034,0.11766384098809342,0.21142531867238143,0.9083835078884872,0.09161649210678287,7,0.998109640831758,emotion
-0.042418959530656164,-0.05241292293902388,-0.03242499612228846,-0.01998792681673542,0.01998792681673542,0.027205377317745843,-0.018674682884294372,0.06451012937963399,-0.10185949514822273,0.16636962452785672,0.16636962452785672,0.10094514493318234,0.14638169777718785,0.8927442077156902,0.1072557922789437,8,0.9943289224952742,emotion
-0.04632081528423304,-0.052292353157728996,-0.04034927741073707,-0.011943075746991924,0.011943075746991924,0.028430024350285025,0.03521481302124093,0.07992384027030958,-0.009494214227827704,0.08941805449813728,0.08941805449813728,0.07171446699110359,0.0774749784363559,0.8821730211670759,0.11782697882305834,9,0.9943289224952742,emotion
