attn_proj_mean,attn_proj_high,attn_proj_low,attn_proj_diff,attn_proj_abs_diff,attn_proj_std,mlp_proj_mean,mlp_proj_high,mlp_proj_low,mlp_proj_diff,mlp_proj_abs_diff,mlp_proj_std,total_proj_diff,mlp_freq_fraction,attn_freq_fraction,layer,probe_auroc,dataset
0.04863003354214709,0.08181178444639683,0.015448282637897345,0.0663635018084995,0.0663635018084995,0.042525612969302906,0.10799230762713152,0.22893659416284323,-0.01295197890858015,0.2418885730714234,0.2418885730714234,0.14231133605325097,0.3082520752753857,0.7847102835069786,0.21528971648977732,0,0.9834710743801652,medical
-0.04959735832613654,-0.007983951476498047,-0.09121076517577505,0.083226813699277,0.083226813699277,0.06067317318112693,-0.02354875564208131,0.06242595297545527,-0.1095234642596179,0.17194941723507318,0.17194941723507318,0.10144724325437901,0.2551762306628646,0.6738457441933031,0.32615425580277824,1,1.0,medical
0.10869815601749379,0.11750626618268407,0.09989004585230352,0.017616220330380558,0.017616220330380558,0.0292733396215295,0.04734477971302233,0.16286689857146738,-0.06817733914542269,0.2310442377168901,0.2310442377168901,0.13684690204398464,0.24866045802853623,0.9291555220735543,0.07084447792242403,2,1.0,medical
0.050392098392327354,0.07526271597796062,0.025521480806694107,0.04974123517126652,0.04974123517126652,0.04415010311623138,0.05237990605759105,0.17584320167343317,-0.07108338955825107,0.24692659123168426,0.24692659123168426,0.13985405176493781,0.2966678255806894,0.8323335705957629,0.16766642940086648,3,1.0,medical
0.03150567498369657,0.053491954086194185,0.009519395881198961,0.043972558204995224,0.043972558204995224,0.037526736789965175,0.03220413161829916,0.1536371458004585,-0.08922888256386025,0.24286602836431875,0.24286602836431875,0.14228623184707065,0.2868385857914034,0.8466992926866342,0.15330070730987946,4,1.0,medical
-0.030144837126932972,-0.01764909602017287,-0.04264057823369307,0.0249914822135202,0.0249914822135202,0.03139062796026077,0.10768258859930505,0.2651967802173089,-0.04983160301869883,0.31502838323600774,0.31502838323600774,0.17355549754876134,0.3400198652583091,0.9264999349923089,0.07350006500475015,5,1.0,medical
-0.08264427484744895,-0.08113690482154637,-0.08415164487335151,0.0030147400518051454,0.0030147400518051454,0.029706630278997705,0.17794119482554832,0.357800101837919,-0.0019177121868224258,0.3597178140247414,0.3597178140247414,0.1970342040327546,0.3627325530292849,0.9916888075831192,0.008311192414124048,6,1.0,medical
-0.203680151346112,-0.1932485030236176,-0.21411179966860644,0.020863296644988844,0.020863296644988844,0.04203043393940181,0.20051403592312636,0.42578295149745937,-0.024754879651206554,0.4505378311486659,0.4505378311486659,0.2562390855908294,0.47140112815752233,0.9557419458379468,0.044258054159931975,7,1.0,medical
-0.2235335585848768,-0.22742677182403004,-0.21964034534572355,-0.007786426478306491,0.007786426478306491,0.05225856577297817,0.2329971563357551,0.4003054085830752,0.06568890408843496,0.3346165044946402,0.3346165044946402,0.1997371271526134,0.3268300784928462,0.9772594631209539,0.022740536876125504,8,1.0,medical
-0.19845230075290873,-0.1977426397539482,-0.1991619617518693,0.0014193219979210803,0.0014193219979210803,0.06235454722349259,0.23244863061918047,0.3661731076887577,0.09872415354960314,0.2674489541391546,0.2674489541391546,0.15916936790507324,0.26886827644202793,0.994721125082856,0.0052788749134248785,9,1.0,medical
-0.1484840219569591,-0.14862751798614118,-0.14834052592777702,-0.00028699205836416053,0.00028699205836416053,0.02795620094656664,0.11755852181450331,0.1940050549868474,0.04111198864215922,0.1528930663446882,0.1528930663446882,0.09955961722145396,0.1526060742692447,0.998126439809762,0.0018735601837097107,10,1.0,medical
-0.06305786122519676,-0.03839933221919766,-0.08771639023119586,0.0493170580119982,0.0493170580119982,0.04498800051964931,0.07675999251172387,0.15827685035007588,-0.004756865326628162,0.16303371567670405,0.16303371567670405,0.10089378259035775,0.21235077356294596,0.7677566360786479,0.23224336391664288,11,1.0,medical
-0.15625338366204164,-0.13477216497047864,-0.1777346023536046,0.04296243738312597,0.04296243738312597,0.06523459700879498,0.30037374148975765,0.4295869128237813,0.17116057015573385,0.2584263426680474,0.2584263426680474,0.16007209508103426,0.30138877954841276,0.8574517691843447,0.14254823081233728,12,1.0,medical
-0.42803762642457766,-0.45359581102397134,-0.40247944182518386,-0.05111636919878748,0.05111636919878748,0.1027465985355551,0.27383401014029785,0.44928942165747054,0.09837859862312501,0.3509108230343455,0.3509108230343455,0.2008361844811583,0.2997944543493704,0.8728534532310485,0.1271465467664642,13,1.0,medical
-0.3525710877846693,-0.28483227595250243,-0.4203098996168362,0.13547762366433375,0.13547762366433375,0.10553541268364938,0.2935489308656062,0.48519669361192985,0.10190116811928261,0.3832955254926472,0.3832955254926472,0.21920795810441743,0.5187731488017657,0.7388499696153762,0.2611500303826963,14,1.0,medical
