layer,probe_auroc,freq_dir_norm,freq_dir_mean,freq_dir_std,dataset
0,0.9834710743801652,0.9999999999996889,0.00035764470302913394,0.015620906352265328,medical
1,1.0,0.9999999999997202,0.0006080363798873415,0.015613164854077374,medical
2,1.0,0.9999999999997206,0.0003738707840774932,0.01562052641996027,medical
3,1.0,0.999999999999712,0.00038507864314306643,0.015620254141288946,medical
4,1.0,0.9999999999997046,0.0002914495713086721,0.015622281592239967,medical
5,1.0,0.9999999999996921,0.0004472785627299983,0.015618596828370078,medical
6,1.0,0.9999999999996785,0.000597346989334002,0.015613577475203325,medical
7,1.0,0.9999999999996563,0.0004213990139890372,0.015619316498196752,medical
8,1.0,0.9999999999996446,0.00025150670049209995,0.015622975689011172,medical
9,1.0,0.9999999999996385,0.00018206164888161689,0.015623939277782349,medical
10,1.0,0.9999999999996381,0.0002064311842262858,0.015623636297802194,medical
11,1.0,0.9999999999996331,0.0002739509870494446,0.015622598242818494,medical
12,1.0,0.9999999999996221,0.0003585452858114535,0.015620885707213848,medical
13,1.0,0.9999999999996138,0.00021206486160059055,0.015623560845539845,medical
14,1.0,0.9999999999995925,7.765137038998548e-05,0.0156248070472719,medical
15,1.0,0.9999999999995722,9.422734917596886e-05,0.015624715876023425,medical
16,1.0,0.9999999999995646,8.479945148795446e-05,0.015624769887995623,medical
17,1.0,0.9999999999995419,0.0001650506938231316,0.015624128240264951,medical
18,1.0,0.9999999999995248,0.00023826027004777403,0.015623183319781046,medical
19,1.0,0.9999999999995056,0.00020982791006768085,0.01562359104840866,medical
20,1.0,0.9999999999994874,0.00010478244844844506,0.015624648656473745,medical
21,1.0,0.9999999999994613,6.162620787424078e-05,0.015624878470255057,medical
22,1.0,0.9999999999994416,-4.3212558605223166e-05,0.015624940245469936,medical
23,1.0,0.9999999999994196,-8.461691981479375e-05,0.015624770877571218,medical
24,1.0,0.9999999999993958,-0.00016712436908958598,0.015624106196674465,medical
25,1.0,0.99999999999937,-0.00017671986053316018,0.015624000610937825,medical
26,1.0,0.9999999999993483,-0.00016272895722370634,0.015624152594178113,medical
27,1.0,0.9999999999993221,-6.23774637648642e-05,0.01562487548915777,medical
28,1.0,0.9999999999992873,8.323963678594916e-05,0.015624778275627459,medical
29,1.0,0.9999999999992503,8.528569620507897e-05,0.015624767241455367,medical
30,0.9917355371900827,0.999999999999194,1.5548145228550866e-05,0.01562499226415125,medical
31,0.9586776859504131,0.9999999999991129,1.1684225349497403e-05,0.015624995631309624,medical
