layer,pct,mean_jaccard,std_jaccard,n_pairs
0,1.0,0.06524071787229682,0.03913142804287118,10
1,1.0,0.03187073713389503,0.03137823315741177,10
2,1.0,0.05364311680101154,0.03250928812215838,10
3,1.0,0.0917290193605983,0.07339430606963122,10
4,1.0,0.03671809461283146,0.02165529329380306,10
5,1.0,0.03501963501963502,0.03899051249930693,10
