condition,pct,seed,dataset,layer,n_ablated_per_layer,freq_auroc,freq_auroc_std,freq_accuracy
circuit,5.0,0,emotion,21,819,0.9572778827977316,0.01032627620699253,0.8652173913043478
circuit,5.0,0,emotion,22,819,0.9561436672967863,0.009368250807836546,0.8608695652173914
circuit,5.0,0,emotion,23,819,0.9497164461247637,0.01279872278246562,0.8565217391304347
circuit,5.0,0,emotion,24,819,0.9432892249527411,0.012250927596234156,0.8565217391304347
circuit,5.0,0,emotion,25,819,0.9372400756143667,0.006258202403496005,0.8391304347826086
circuit,5.0,0,emotion,26,819,0.9255198487712665,0.006613556024399227,0.8304347826086957
circuit,5.0,0,emotion,27,819,0.9213610586011342,0.007032542622963433,0.8217391304347826
circuit,5.0,0,emotion,28,819,0.9149338374291116,0.00573374324691989,0.8173913043478261
circuit,5.0,0,emotion,29,819,0.9096408317580341,0.006371379790681565,0.8
circuit,5.0,0,emotion,30,819,0.907750472589792,0.00988786149763477,0.8043478260869567
circuit,5.0,0,emotion,31,819,0.903969754253308,0.011048498447034033,0.8043478260869567
circuit,10.0,0,emotion,0,1638,0.9448015122873347,0.023287506380997337,0.8739130434782609
circuit,10.0,0,emotion,1,1638,0.9463137996219281,0.02404845957472855,0.8826086956521738
circuit,10.0,0,emotion,2,1638,0.9493383742911152,0.021131476162543874,0.9086956521739131
circuit,10.0,0,emotion,3,1638,0.9561436672967863,0.01261876693253585,0.9
circuit,10.0,0,emotion,4,1638,0.9557655954631379,0.010599505307278802,0.8869565217391304
circuit,10.0,0,emotion,5,1638,0.9614366729678638,0.009902306883711779,0.8913043478260869
circuit,10.0,0,emotion,6,1638,0.9644612476370511,0.007311561287642219,0.8782608695652174
circuit,10.0,0,emotion,7,1638,0.9697542533081286,0.008866570434448827,0.8913043478260869
circuit,10.0,0,emotion,8,1638,0.9701323251417768,0.007784975531937246,0.882608695652174
circuit,10.0,0,emotion,9,1638,0.9712665406427222,0.01072018667580937,0.8913043478260869
circuit,10.0,0,emotion,10,1638,0.9727788279773157,0.008670960257980915,0.9043478260869564
circuit,10.0,0,emotion,11,1638,0.9708884688090738,0.007617936362801504,0.9086956521739129
circuit,10.0,0,emotion,12,1638,0.9716446124763705,0.008453943204158,0.9043478260869564
circuit,10.0,0,emotion,13,1638,0.972022684310019,0.007311561287642228,0.9130434782608695
circuit,10.0,0,emotion,14,1638,0.9705103969754253,0.0077111826292518715,0.8869565217391304
circuit,10.0,0,emotion,15,1638,0.9678638941398866,0.0059778405674260765,0.8826086956521738
circuit,10.0,0,emotion,16,1638,0.9640831758034027,0.0066566415355988505,0.8869565217391304
circuit,10.0,0,emotion,17,1638,0.9652173913043478,0.008752995767705291,0.8869565217391304
circuit,10.0,0,emotion,18,1638,0.9644612476370511,0.007504511622411804,0.882608695652174
