layer,probe_auroc,freq_dir_norm,freq_dir_mean,freq_dir_std,dataset
0,0.9090909090909091,0.9999999999997133,0.00018619374907642255,0.01562389058101934,medical
1,0.9834710743801652,0.999999999999722,0.00016214499576498286,0.015624158665355797,medical
2,1.0,0.999999999999721,0.00012754466393121222,0.015624479426802238,medical
3,1.0,0.9999999999997199,0.0001171697092369646,0.015624560674114985,medical
4,1.0,0.9999999999997201,0.00011769106454469588,0.015624556755735175,medical
5,1.0,0.9999999999997209,0.00011533898337763452,0.015624574295601691,medical
6,1.0,0.9999999999997209,0.00011184702590550942,0.015624599682636986,medical
7,1.0,0.9999999999997207,0.00011579028992687512,0.015624570957585435,medical
8,1.0,0.9999999999997208,0.00011252802793736237,0.01562459479291518,medical
9,1.0,0.9999999999997206,0.00010834094128358223,0.015624624387175049,medical
10,1.0,0.9999999999997207,0.00011380216637017619,0.015624585564641164,medical
11,1.0,0.9999999999997206,0.00011264816307032829,0.01562459392724241,medical
12,1.0,0.9999999999997206,0.00011866531599411028,0.015624549386866924,medical
13,1.0,0.9999999999997206,0.00011656499854279555,0.015624565197181594,medical
14,1.0,0.9999999999997201,0.00012035649643485885,0.015624536451160057,medical
15,1.0,0.9999999999997188,0.0001246841353603294,0.015624502515800373,medical
16,1.0,0.9999999999997167,0.00011778192679383183,0.015624556071056303,medical
17,1.0,0.9999999999997142,0.00012126788640868142,0.01562452940410003,medical
18,1.0,0.9999999999997119,0.00012123708343926296,0.015624529643143134,medical
19,1.0,0.999999999999709,0.00012151269009966461,0.015624527502167949,medical
20,1.0,0.999999999999709,0.00010606397399241349,0.015624640009717947,medical
21,1.0,0.9999999999997102,9.759490243892676e-05,0.015624695204543237,medical
22,1.0,0.999999999999707,9.396062516793846e-05,0.015624717482270681,medical
23,1.0,0.9999999999997043,0.00010048606831883673,0.015624676878256699,medical
24,1.0,0.9999999999997007,0.00010729999835781438,0.01562463157038291,medical
25,1.0,0.9999999999996978,0.000110739928163498,0.015624607568453127,medical
26,1.0,0.999999999999696,0.0001101458820991111,0.015624611767481079,medical
27,1.0,0.999999999999693,0.00010833944761868254,0.015624624397531603,medical
28,1.0,0.9999999999996831,8.180922091823068e-05,0.015624785830571185,medical
29,1.0,0.9999999999996798,7.986168265660827e-05,0.015624795906234643,medical
30,1.0,0.9999999999996698,7.372620120975348e-05,0.015624826061338859,medical
31,1.0,0.999999999999622,5.729473836077621e-05,0.015624894953655578,medical
