attn_proj_mean,attn_proj_high,attn_proj_low,attn_proj_diff,attn_proj_abs_diff,attn_proj_std,mlp_proj_mean,mlp_proj_high,mlp_proj_low,mlp_proj_diff,mlp_proj_abs_diff,mlp_proj_std,total_proj_diff,mlp_freq_fraction,attn_freq_fraction,layer,probe_auroc,dataset
-0.04163999404761027,0.023707595687853716,-0.10698758378307424,0.13069517947092796,0.13069517947092796,0.09436753157333122,0.08404292482112319,0.21217137706435288,-0.044085527422106495,0.2562569044864594,0.2562569044864594,0.1493931324334984,0.38695208373849044,0.662244539078428,0.3377554609189878,0,0.9545454545454546,scientific
-0.08031532268203657,0.007122070653957447,-0.1677527160180306,0.17487478667198805,0.17487478667198805,0.11360585951475363,-0.01463404666113831,0.03503351685579782,-0.06430161017807443,0.09933512703387225,0.09933512703387225,0.06461349747882575,0.27420991375735215,0.3622594299783956,0.6377405700179577,1,0.9318181818181819,scientific
0.04204091596985723,0.09008614841743531,-0.00600431647772086,0.09609046489515617,0.09609046489515617,0.0647512510152043,-0.028823916564845148,0.003924958842180776,-0.06157279197187107,0.06549775081405185,0.06549775081405185,0.05177610230776474,0.1615882155914665,0.4053374222011052,0.5946625777927063,2,0.9648760330578512,scientific
-0.0012256007301494852,0.027795440168175495,-0.030246641628474468,0.058042081796649964,0.058042081796649964,0.039563455508421996,-0.023203229680002255,0.01546096281447616,-0.061867422174480664,0.07732838498895682,0.07732838498895682,0.05078909258505266,0.13537046686700596,0.5712352688482234,0.4287647311443895,3,0.9648760330578513,scientific
0.011685040324223574,0.009001856241766746,0.014368224406680404,-0.005366368164913657,0.005366368164913657,0.022238479684984047,0.015007442445405928,0.029486345016545908,0.000528539874265937,0.028957805142279972,0.028957805142279972,0.031389764113904664,0.023591436721231436,0.8436563025792486,0.15634369739161744,4,0.96900826446281,scientific
0.005493946756248941,0.005186252630636708,0.005801640881861173,-0.0006153882512244645,0.0006153882512244645,0.016573154919972976,0.014254808455418435,0.03728360548757719,-0.008773988576740319,0.04605759406431751,0.04605759406431751,0.03737068614558478,0.0454422058952968,0.9868148932919943,0.013185106686579932,5,0.9607438016528926,scientific
0.001947284802792909,0.005545477793325195,-0.0016509081877393763,0.007196385981064571,0.007196385981064571,0.020953472539919117,0.025332438779035297,0.04640773213792378,0.004257145420146827,0.04215058671777695,0.04215058671777695,0.03335160430208813,0.049346972644283636,0.8541676299813286,0.14583236999840687,6,0.9566115702479339,scientific
-0.000982010997432152,-0.0017799809039229881,-0.0001840410909413161,-0.001595939812981672,0.001595939812981672,0.010934863488493488,0.019213418376951476,0.03541955937482469,0.0030072773790782706,0.03241228199574642,0.03241228199574642,0.02828135977015547,0.030816342273706304,0.953071941752475,0.04692805821812041,7,0.9524793388429752,scientific
-0.0009654710774170291,-0.0011155271085230823,-0.0008154150463109758,-0.0003001120622121065,0.0003001120622121065,0.008477473139995752,0.013526228836336933,0.02889532774763882,-0.0018428700749649513,0.03073819782260377,0.03073819782260377,0.026576528222754435,0.030438085575808033,0.9903309147851104,0.009669085182671433,8,0.9462809917355371,scientific
-0.006074884285072445,-0.005599077512324955,-0.006550691057819935,0.0009516135454949795,0.0009516135454949795,0.010848821315020912,0.0010944273908797925,0.017409608470079257,-0.015220753688319674,0.03263036215839893,0.03263036215839893,0.024900136966059746,0.03358197569882541,0.9716629672161814,0.028337032754040755,9,0.9442148760330578,scientific
0.0029458195132960464,0.008136821217574787,-0.0022451821909826955,0.010382003408557482,0.010382003408557482,0.017306314082778818,0.009905022037478289,0.024485223066562582,-0.004675178991606009,0.02916040205816859,0.02916040205816859,0.025567456119660964,0.039542405446406664,0.7374463367426871,0.26255366323202367,10,0.9442148760330578,scientific
-0.0009957086860521288,0.0015978366116937315,-0.003589253983797989,0.00518709059549172,0.00518709059549172,0.011689488775975759,0.010873433560914615,0.022743735673797227,-0.000996868551967998,0.023740604225765224,0.023740604225765224,0.025744897424887395,0.028927694669059048,0.820687730966355,0.17931226899907618,11,0.9442148760330579,scientific
-0.0018694580416455766,-0.0008717436914283591,-0.002867172391862795,0.0019954287004344358,0.0019954287004344358,0.007278872235986891,0.005952056606940586,0.020923933326931897,-0.009019820113050728,0.029943753439982623,0.029943753439982623,0.02439019095696789,0.03193918216958631,0.9375241140302443,0.062475885938446385,12,0.9421487603305785,scientific
