layer,probe_auroc,freq_dir_norm,freq_dir_mean,freq_dir_std,dataset
0,0.8047337278106509,0.9999999999997305,9.845110758718964e-05,0.015624689833058553,legal
1,0.834319526627219,0.9999999999997394,5.1799273174329996e-05,0.015624914138489574,legal
2,0.9171597633136094,0.999999999999742,1.3502432682207046e-05,0.015624994165892851,legal
3,0.923076923076923,0.9999999999997411,3.44089434162281e-05,0.015624962112737636,legal
4,0.8994082840236687,0.9999999999997404,1.3435815589834881e-05,0.015624994223318379,legal
5,0.9112426035502958,0.9999999999997407,8.714029544696603e-06,0.015624997570097809,legal
6,0.9112426035502958,0.9999999999997409,-1.3427216224959045e-05,0.01562499423071055,legal
7,0.9053254437869822,0.9999999999997405,-8.741959813562386e-06,0.015624997554496192,legal
8,0.8934911242603549,0.9999999999997399,-5.502462766759729e-06,0.015624999031128819,legal
9,0.8994082840236686,0.9999999999997402,-9.629865019804035e-06,0.01562499703249805,legal
10,0.8757396449704142,0.9999999999997402,-1.1295681172556924e-05,0.015624995917038188,legal
11,0.8698224852071006,0.9999999999997404,-1.3043523780936094e-05,0.015624994555722593,legal
12,0.8698224852071006,0.9999999999997408,-1.781298332459639e-05,0.015624989846316653,legal
13,0.8698224852071006,0.999999999999741,-1.811893205220517e-05,0.015624989494530063,legal
14,0.8698224852071006,0.9999999999997402,-2.638896050807186e-06,0.015624999777155224,legal
15,0.8816568047337279,0.9999999999997392,7.737952840898018e-06,0.015624998083966554,legal
16,0.9112426035502958,0.9999999999997383,2.6291155245942617e-05,0.015624977880785243,legal
17,0.8994082840236686,0.9999999999997375,3.3494901214600344e-05,0.01562496409888562,legal
18,0.9112426035502958,0.9999999999997368,2.48334485322383e-05,0.015624980265578112,legal
19,0.9053254437869822,0.9999999999997354,2.347933244947658e-05,0.015624982359056235,legal
20,0.923076923076923,0.9999999999997361,4.2962381619148675e-05,0.01562494093536474,legal
21,0.9349112426035502,0.9999999999997364,4.908057189232794e-05,0.015624922914924542,legal
22,0.9289940828402367,0.9999999999997361,5.458105883297435e-05,0.015624904668761593,legal
23,0.9171597633136095,0.9999999999997351,5.622276122637003e-05,0.015624898847704289,legal
24,0.9112426035502958,0.9999999999997337,5.9555477083474026e-05,0.015624886500228388,legal
25,0.8994082840236687,0.999999999999733,6.242956215048746e-05,0.015624875281090704,legal
26,0.9112426035502958,0.999999999999732,6.207166143607961e-05,0.015624876706992464,legal
27,0.923076923076923,0.9999999999997294,5.455154578313786e-05,0.015624904771828868,legal
28,0.9112426035502958,0.9999999999997204,4.3400033766076806e-05,0.015624939725865587,legal
29,0.9053254437869822,0.9999999999997177,4.631031710489476e-05,0.01562493137118982,legal
30,0.8757396449704142,0.9999999999997098,4.3524839153331e-05,0.015624939378705922,legal
31,0.757396449704142,0.9999999999996806,4.72607069708936e-05,0.015624928525449985,legal
