condition,ablate_layer,ablate_mode,rank,direction_type,layer,ablated_auroc,clean_auroc,auroc_drop,cosine_dist,euclidean_dist,output_kl
clean,-1,none,0,none,0,0.9149018595041322,0.9149018595041322,0.0,0.0,0.0,0.0
clean,-1,none,0,none,1,0.9496384297520661,0.9496384297520661,0.0,0.0,0.0,0.0
clean,-1,none,0,none,2,0.9745609504132231,0.9745609504132231,0.0,0.0,0.0,0.0
clean,-1,none,0,none,3,0.9761105371900827,0.9761105371900827,0.0,0.0,0.0,0.0
clean,-1,none,0,none,4,0.9761105371900826,0.9761105371900826,0.0,0.0,0.0,0.0
clean,-1,none,0,none,5,0.9764979338842975,0.9764979338842975,0.0,0.0,0.0,0.0
clean,-1,none,0,none,6,0.9721074380165289,0.9721074380165289,0.0,0.0,0.0,0.0
clean,-1,none,0,none,7,0.9735278925619835,0.9735278925619835,0.0,0.0,0.0,0.0
clean,-1,none,0,none,8,0.9677169421487604,0.9677169421487604,0.0,0.0,0.0,0.0
clean,-1,none,0,none,9,0.9628099173553719,0.9628099173553719,0.0,0.0,0.0,0.0
clean,-1,none,0,none,10,0.9595816115702479,0.9595816115702479,0.0,0.0,0.0,0.0
clean,-1,none,0,none,11,0.9620351239669421,0.9620351239669421,0.0,0.0,0.0,0.0
clean,-1,none,0,none,12,0.9648760330578513,0.9648760330578513,0.0,0.0,0.0,0.0
clean,-1,none,0,none,13,0.9673295454545455,0.9673295454545455,0.0,0.0,0.0,0.0
clean,-1,none,0,none,14,0.9706869834710743,0.9706869834710743,0.0,0.0,0.0,0.0
clean,-1,none,0,none,15,0.9704287190082644,0.9704287190082644,0.0,0.0,0.0,0.0
clean,-1,none,0,none,16,0.9749483471074379,0.9749483471074379,0.0,0.0,0.0,0.0
clean,-1,none,0,none,17,0.9713326446280992,0.9713326446280992,0.0,0.0,0.0,0.0
clean,-1,none,0,none,18,0.9730113636363636,0.9730113636363636,0.0,0.0,0.0,0.0
clean,-1,none,0,none,19,0.9745609504132232,0.9745609504132232,0.0,0.0,0.0,0.0
clean,-1,none,0,none,20,0.9722365702479339,0.9722365702479339,0.0,0.0,0.0,0.0
clean,-1,none,0,none,21,0.9701704545454546,0.9701704545454546,0.0,0.0,0.0,0.0
clean,-1,none,0,none,22,0.9732696280991736,0.9732696280991736,0.0,0.0,0.0,0.0
clean,-1,none,0,none,23,0.9730113636363636,0.9730113636363636,0.0,0.0,0.0,0.0
clean,-1,none,0,none,24,0.971978305785124,0.971978305785124,0.0,0.0,0.0,0.0
clean,-1,none,0,none,25,0.9708161157024794,0.9708161157024794,0.0,0.0,0.0,0.0
clean,-1,none,0,none,26,0.9677169421487604,0.9677169421487604,0.0,0.0,0.0,0.0
clean,-1,none,0,none,27,0.9652634297520661,0.9652634297520661,0.0,0.0,0.0,0.0
clean,-1,none,0,none,28,0.9637138429752066,0.9637138429752066,0.0,0.0,0.0,0.0
clean,-1,none,0,none,29,0.9613894628099173,0.9613894628099173,0.0,0.0,0.0,0.0
clean,-1,none,0,none,30,0.9572572314049587,0.9572572314049587,0.0,0.0,0.0,0.0
clean,-1,none,0,none,31,0.9161931818181818,0.9161931818181818,0.0,0.0,0.0,0.0
single_probe,0,single,1,probe,0,0.9149018595041322,0.9149018595041322,0.0,0.06090129677898792,0.36590245366096497,0.002558583626523614
single_probe,0,single,1,probe,1,0.8336776859504131,0.9496384297520661,0.115960743801653,0.06931398466023886,0.29971131682395935,0.002558583626523614
single_probe,0,single,1,probe,2,0.9438274793388429,0.9745609504132231,0.03073347107438018,0.0808023346840464,0.3716733455657959,0.002558583626523614
single_probe,0,single,1,probe,3,0.9586776859504132,0.9761105371900827,0.017432851239669422,0.0754834665773606,0.4110185503959656,0.002558583626523614
single_probe,0,single,1,probe,4,0.9590650826446281,0.9761105371900826,0.017045454545454475,0.06134640695013205,0.4036281704902649,0.002558583626523614
single_probe,0,single,1,probe,5,0.9626807851239669,0.9764979338842975,0.013817148760330578,0.05700497485792411,0.4026930630207062,0.002558583626523614
single_probe,0,single,1,probe,6,0.9573863636363636,0.9721074380165289,0.014721074380165233,0.04745115124210664,0.4031679928302765,0.002558583626523614
single_probe,0,single,1,probe,7,0.959323347107438,0.9735278925619835,0.014204545454545414,0.04992034897841646,0.39917415380477905,0.002558583626523614
single_probe,0,single,1,probe,8,0.9571280991735538,0.9677169421487604,0.01058884297520657,0.058907802035700674,0.4010148048400879,0.002558583626523614
single_probe,0,single,1,probe,9,0.9484762396694214,0.9628099173553719,0.014333677685950508,0.05964026099986863,0.4096275269985199,0.002558583626523614
single_probe,0,single,1,probe,10,0.9467975206611571,0.9595816115702479,0.012784090909090828,0.055719025037036185,0.4125889241695404,0.002558583626523614
single_probe,0,single,1,probe,11,0.9509297520661157,0.9620351239669421,0.011105371900826388,0.050287349339837806,0.41491955518722534,0.002558583626523614
single_probe,0,single,1,probe,12,0.9533832644628099,0.9648760330578513,0.011492768595041447,0.048572669965569304,0.4180741310119629,0.002558583626523614
single_probe,0,single,1,probe,13,0.953125,0.9673295454545455,0.014204545454545525,0.04829778356871828,0.42632487416267395,0.002558583626523614
