condition,layer,n_ablated,ablate_layers,dataset,frequency_auroc,frequency_auroc_std,frequency_accuracy,semantic_auroc,semantic_auroc_std,semantic_accuracy,cosine_dist,euclidean_dist
random_10pct_seed0,5,408,"4,5",medical,0.8644628099173554,0.040352249969367565,0.8090909090909092,0.9424603174603174,0.0,0.7272727272727273,0.0007807906685424193,2.8444766998291016
random_10pct_seed1,0,408,"4,5",medical,0.9867768595041323,0.011210462782025284,0.9181818181818182,0.788888888888889,0.0,0.5,0.07280524581874381,2.304213762283325
random_10pct_seed1,1,408,"4,5",medical,0.9867768595041323,0.009917355371900844,0.9,0.8908730158730158,0.0,0.5454545454545454,0.048459204720285975,2.753159999847412
random_10pct_seed1,2,408,"4,5",medical,0.9570247933884298,0.021803150344252717,0.9,0.9297619047619047,0.0,0.6363636363636364,0.07263650482406792,3.278982162475586
random_10pct_seed1,3,408,"4,5",medical,0.9603305785123967,0.028341203635507833,0.9090909090909092,0.9377976190476192,0.0,0.6363636363636364,0.018777869038331896,2.458585262298584
random_10pct_seed1,4,408,"4,5",medical,0.8925619834710744,0.05406752804560705,0.8,0.9111111111111112,0.0,0.5,0.018215587106017006,2.5523874759674072
random_10pct_seed1,5,408,"4,5",medical,0.887603305785124,0.04297520661157023,0.7909090909090908,0.9314484126984127,0.0,0.5909090909090909,0.0007708161594703888,2.8854751586914062
random_10pct_seed2,0,408,"4,5",medical,0.9867768595041323,0.011210462782025284,0.9181818181818182,0.788888888888889,0.0,0.5,0.07280524581874381,2.304213762283325
random_10pct_seed2,1,408,"4,5",medical,0.9867768595041323,0.009917355371900844,0.9,0.8908730158730158,0.0,0.5454545454545454,0.048459204720285975,2.753159999847412
random_10pct_seed2,2,408,"4,5",medical,0.9570247933884298,0.021803150344252717,0.9,0.9297619047619047,0.0,0.6363636363636364,0.07263650482406792,3.278982162475586
random_10pct_seed2,3,408,"4,5",medical,0.9603305785123967,0.028341203635507833,0.9090909090909092,0.9377976190476192,0.0,0.6363636363636364,0.018777869038331896,2.458585262298584
random_10pct_seed2,4,408,"4,5",medical,0.9041322314049587,0.037180898774221476,0.8090909090909092,0.9126984126984128,0.0,0.6363636363636364,0.017629657887021644,2.463115692138672
random_10pct_seed2,5,408,"4,5",medical,0.9140495867768597,0.03932356116816635,0.8363636363636363,0.9018849206349205,0.0,0.6818181818181818,0.0006703385010872198,2.989091634750366
random_10pct_seed3,0,408,"4,5",medical,0.9867768595041323,0.011210462782025284,0.9181818181818182,0.788888888888889,0.0,0.5,0.07280524581874381,2.304213762283325
random_10pct_seed3,1,408,"4,5",medical,0.9867768595041323,0.009917355371900844,0.9,0.8908730158730158,0.0,0.5454545454545454,0.048459204720285975,2.753159999847412
random_10pct_seed3,2,408,"4,5",medical,0.9570247933884298,0.021803150344252717,0.9,0.9297619047619047,0.0,0.6363636363636364,0.07263650482406792,3.278982162475586
random_10pct_seed3,3,408,"4,5",medical,0.9603305785123967,0.028341203635507833,0.9090909090909092,0.9377976190476192,0.0,0.6363636363636364,0.018777869038331896,2.458585262298584
random_10pct_seed3,4,408,"4,5",medical,0.8925619834710743,0.03946226904566387,0.8,0.9202380952380953,0.0,0.5909090909090909,0.01959741256713865,2.5530848503112793
random_10pct_seed3,5,408,"4,5",medical,0.909090909090909,0.04645774982662873,0.8090909090909092,0.9448412698412698,0.0,0.6363636363636364,0.0008375421490587343,2.9622642993927
random_10pct_seed4,0,408,"4,5",medical,0.9867768595041323,0.011210462782025284,0.9181818181818182,0.788888888888889,0.0,0.5,0.07280524581874381,2.304213762283325
random_10pct_seed4,1,408,"4,5",medical,0.9867768595041323,0.009917355371900844,0.9,0.8908730158730158,0.0,0.5454545454545454,0.048459204720285975,2.753159999847412
random_10pct_seed4,2,408,"4,5",medical,0.9570247933884298,0.021803150344252717,0.9,0.9297619047619047,0.0,0.6363636363636364,0.07263650482406792,3.278982162475586
random_10pct_seed4,3,408,"4,5",medical,0.9603305785123967,0.028341203635507833,0.9090909090909092,0.9377976190476192,0.0,0.6363636363636364,0.018777869038331896,2.458585262298584
random_10pct_seed4,4,408,"4,5",medical,0.8925619834710744,0.04931052525678115,0.8181818181818181,0.9297619047619048,0.0,0.6818181818181818,0.0186667628073397,2.5109424591064453
random_10pct_seed4,5,408,"4,5",medical,0.8809917355371901,0.03451340994681173,0.7727272727272727,0.9404761904761905,0.0,0.6818181818181818,0.0006733990063033657,2.9308176040649414
clean,0,0,"4,5",legal,0.7810650887573963,0.048361696430065174,0.7461538461538461,,,,0.050395430007308395,1.9848979711532593
clean,1,0,"4,5",legal,0.821301775147929,0.01994354975899735,0.7461538461538462,,,,0.032519445335442154,2.1681652069091797
clean,2,0,"4,5",legal,0.8248520710059172,0.04041034574902689,0.8,,,,0.040556137430960204,2.9263134002685547
clean,3,0,"4,5",legal,0.81301775147929,0.04341760077596245,0.7307692307692308,,,,0.01368156216957006,2.432150363922119
clean,4,0,"4,5",legal,0.7798816568047338,0.04054873774914038,0.7230769230769232,,,,0.01055086909856795,1.7338976860046387
