high_freq_ngram,low_freq_ngram,frequency_ratio,log_ratio,category,jsd_layer_0,jsd_layer_1,jsd_layer_2,jsd_layer_3,jsd_layer_4,jsd_layer_5,jsd_layer_6,jsd_layer_7,jsd_layer_8,jsd_layer_9,jsd_layer_10,jsd_layer_11,jsd_layer_12,jsd_layer_13,jsd_layer_14,jsd_layer_15,jsd_layer_16,jsd_layer_17,jsd_layer_18,jsd_layer_19,jsd_layer_20,jsd_layer_21,jsd_layer_22,jsd_layer_23,jsd_layer_24,jsd_layer_25,jsd_layer_26,jsd_layer_27,jsd_layer_28,jsd_layer_29,jsd_layer_30,jsd_layer_31
vomiting,emesis,48.4,-1,symptoms,0.42891322005188215,0.423310039069702,0.39901218746932443,0.3190802181265836,0.29410081832912566,0.2660096079887704,0.25355071526161305,0.24802525222568755,0.22426326323318244,0.21239591289875023,0.22057336680280965,0.2130467377355951,0.2142020151034285,0.21236112986635342,0.1947566289661105,0.19769066670829682,0.18624561475303186,0.1798906498817787,0.16828731004337233,0.15937181239741804,0.12441764016105303,0.11114218818182957,0.10660753393052916,0.094120037545914,0.09100554253870714,0.08813143799206133,0.0903962517725056,0.08518798180894151,0.09325706582143561,0.08374503275227724,0.06169163420267996,0.04690975763058463
liposuction,lipoplasty,84.68,-1,procedures,0.39443822880243806,0.37545955888437343,0.3435499639923325,0.30597408191087805,0.29511414938999314,0.27491090619149466,0.2631678197818824,0.2616002823017111,0.26523129387931316,0.26889351384488536,0.28347977213076725,0.293174566337124,0.28472462637102663,0.28710549720287815,0.27780061043518944,0.2879911523880837,0.29403386421930977,0.28865128029056647,0.2681154518407548,0.2550606650494034,0.22464622664225758,0.1848499506872973,0.15666928299644986,0.15114301166949845,0.13764475620298353,0.13796777286542541,0.13472883291009985,0.14002350580316175,0.15282003202134706,0.14008765615332341,0.11403496964809899,0.0751256662369219
itching,pruritus,10.72,-1,symptoms,0.4507808153615641,0.445021539567665,0.37312934297772204,0.2940503245923013,0.23741180428936068,0.23838783322111223,0.2443983650451828,0.23941651234842032,0.22020858746338967,0.2224471905013186,0.22326803158548886,0.21457413565368916,0.21534889982460453,0.21784114202294852,0.20613207238560377,0.1907437096511017,0.17040853056264157,0.16520524845569426,0.17035504948871644,0.16021494731822186,0.13903071294489844,0.1295254581409841,0.12301402500136494,0.12039682449308575,0.11270770564170021,0.12321169918306775,0.1200084342365115,0.11555917485763562,0.12937181491684854,0.13071992344248848,0.105698462715825,0.08089713532929743
sleepwalking,somnambulism,10.91,-1,mental,0.4451804046040534,0.4406460130121542,0.4059119871383559,0.3189043195109078,0.26950162185730014,0.25367470481100857,0.2643404933198886,0.25826164575302646,0.2593828842797011,0.24649221056816267,0.24797380383485346,0.241315932244009,0.237275559324463,0.23065916250437052,0.24467956982224365,0.25017003849476854,0.23963525586040013,0.23116505613705907,0.22008933880242432,0.23012302369694435,0.18677253036751562,0.1529591356550536,0.14033984430851165,0.1375846353255531,0.13363196563143703,0.13215223583971414,0.13964174040556535,0.13602009323551703,0.13412609431161127,0.12230484706205111,0.1035982060304347,0.07838156641956623
measles,rubeola,199.22,-1,diseases,0.4576664846598676,0.46146409214773293,0.42903403696393694,0.39326411363136604,0.35979478017644606,0.3778684427380247,0.4022412606881242,0.4097406197528956,0.41810758225282185,0.41171948939951875,0.41147576999477364,0.4079224052586322,0.4011477433274969,0.3877239212855853,0.38207424779276383,0.38604173076140497,0.3648160258530071,0.3468360388036565,0.34162346556816997,0.328567572906223,0.29673434609434846,0.28060965276609007,0.25583349358554486,0.26988958704751076,0.25211289801999226,0.25983024224918966,0.2568333476530748,0.2621560631032088,0.2812117054112282,0.2770779901227066,0.249140403903357,0.15959817551231717
spine,vertebral column,85.12,-1,anatomy,0.45298454143625577,0.4265087962989586,0.39568250660260096,0.32260331367674844,0.2928231689614098,0.26449593554409506,0.2398756350160531,0.24096386138291903,0.23442573127248967,0.23450647989190815,0.22593807679210395,0.22580325609457916,0.2216954756274692,0.21821618396474307,0.22847980008136765,0.22105241373643844,0.20975250597240913,0.1824848162235207,0.17032288801990197,0.18304224243162748,0.14692194591443958,0.11891171054514121,0.1035703031895431,0.10494565773221164,0.10324687431264418,0.10195913332432968,0.1034034844260139,0.1045838240460696,0.11483856022544961,0.11169867465361566,0.08153719885998365,0.052008571443387705
steroid,corticosteroid,17.55,-1,medications,0.35758529438738873,0.3352721854271352,0.26330437646782445,0.1810209231771919,0.17074572877586675,0.1567085281203269,0.13390623154319503,0.12674096446406757,0.12381061486141878,0.12420308762324633,0.1331180243384593,0.13233035208959823,0.12371114638016217,0.12121528045988514,0.11985244395700723,0.11065919015077641,0.09860762001357408,0.10587326504176466,0.10024762976726428,0.10703975876952082,0.09163057715691993,0.087380862974613,0.07612509192621542,0.08153762301602777,0.0760471113377118,0.07277327569124147,0.07648129858679688,0.07866284447222521,0.08494000766934112,0.08120591329636401,0.07275368199357975,0.044734535441559496
mono,infectious mononucleosis,84.92,-1,diseases,0.4507578830286289,0.4361600217188641,0.41759431250687323,0.35261314237322494,0.3377953183583374,0.326643869119515,0.34084121252932686,0.33962504734997045,0.33397100567932947,0.3281343715555375,0.35701855060267706,0.35266037525464233,0.33880448886864756,0.32806282087683175,0.32267182555987683,0.3015741040445141,0.2870545619051028,0.24688850215507993,0.24182613559380373,0.23514426768695026,0.20837704058182888,0.19111570774322806,0.1940600876282982,0.2003122171974652,0.19881368269150798,0.19974155608525618,0.19725667584881418,0.20288776803706637,0.21560272473376724,0.2105943084360612,0.16781549420994507,0.13043405004378017
antacid,acid neutralizer,40.38,-1,medications,0.404277274557996,0.44292495221663386,0.40110300083127226,0.35725898662958866,0.3669513186796487,0.35862781164039637,0.3521888092410611,0.35719882604351133,0.3579061859737283,0.3568302476117629,0.36108158552010805,0.36644499473445913,0.3648256730592015,0.3553575101574348,0.3364916568257943,0.3286443978329072,0.30713927861350243,0.3061284505723866,0.27395845480801395,0.2674121576180132,0.22092645162305258,0.19265707020055328,0.1687132456572776,0.15282381886531088,0.1506807102507155,0.1491896910162389,0.15172982206998858,0.14805504441571132,0.1529304305967481,0.1449050653887904,0.11063721927757662,0.07965763502694027
stroke,cerebrovascular accident,337.71,-1,diseases,0.4423130711781236,0.42608507321208006,0.3911219380186375,0.3153224508259668,0.27137586612222075,0.24664268650928262,0.23324478732635115,0.21469675392550408,0.21431922771527706,0.2142283625785682,0.2082171472836261,0.207085882255729,0.21283540557234332,0.19762690114749923,0.20303647515759232,0.21262149415339468,0.19720887029034564,0.1846741135551344,0.2053210539525438,0.2059407697825967,0.18512752040772762,0.14922154778581956,0.13403351967918642,0.14476410361083802,0.14690860989700416,0.14893505803336193,0.16190338410917893,0.16679117729786708,0.17914096998484416,0.16163685806170303,0.12372129548403943,0.09539294189207959
nail biting,onychophagia,45.14,-1,mental,0.44378758877717855,0.44154241887084766,0.4301667943441324,0.37899472400441486,0.3430291077547268,0.3257917395084979,0.28357210100204727,0.2912403296760141,0.2805262148382234,0.2531477025364197,0.2581737989010996,0.2509805375666269,0.25958939201139386,0.254810341741185,0.22866471028331903,0.21586157799996508,0.2210877506644577,0.20824315020874412,0.2111046768737499,0.1915052006480336,0.16586733224143357,0.14508592849310026,0.1457599717191589,0.14506492262732928,0.14861912575124864,0.15444251361825162,0.1528102002623334,0.15761784493364223,0.1592265220575498,0.13805447548640418,0.11045753483079199,0.07549350756622442
tumor,neoplasm,53.79,-1,diseases,0.41525197773678635,0.41280102530140256,0.36666568725700327,0.2952311936540959,0.2308973964779079,0.2222044376203715,0.20854871904557976,0.1897860216723476,0.20002742527125394,0.19500768628301282,0.20201259576406927,0.19799731094480627,0.19146244618686475,0.19628343408687446,0.19620824115510527,0.19409407061576464,0.1846589836485484,0.1791494015410734,0.17345987807651692,0.16862461269398785,0.13052806040157888,0.11629471130380328,0.09622993474559391,0.09272579099645162,0.1000093754329413,0.09410952443305882,0.10132328833816395,0.10617489647388999,0.12020285911312603,0.11343852914207786,0.08903935555275108,0.06266975010763362
breast reduction,reduction mammoplasty,21.1,-1,procedures,0.39824422165604056,0.4072170711728633,0.4012565307610004,0.3557756485704496,0.31403613499050076,0.30756868483322675,0.27863930815561616,0.29801116185395293,0.2911074481477177,0.2759858990991063,0.29479532893258,0.294558165447364,0.30603422791311424,0.2980417709574743,0.29316614929976026,0.2996238099365569,0.30064641571474027,0.3055457673639671,0.30352958601702296,0.3002968071904162,0.24952352273950837,0.21736036969585382,0.1934310778794746,0.19519778509406338,0.18057166794007573,0.17545037742868072,0.17622641579237502,0.17456479075359804,0.1855325379652712,0.18175857542548587,0.1495351269922397,0.10222494676688279
headache,cephalalgia,848.3,-1,symptoms,0.39803913231788646,0.3872849497771828,0.3836156987939754,0.34373453725372505,0.3330469559588978,0.32735460252232607,0.32067840268775105,0.31036302043663716,0.2956004374064072,0.28739741747218495,0.27975424669455295,0.27532939323703026,0.29098739166910903,0.28053804841734553,0.2675964336802505,0.26248674663716937,0.24272405957814736,0.23822249474526944,0.24843131204647373,0.2254161838392084,0.19222941506238686,0.17408829034060308,0.16254346258497615,0.1459534347381255,0.14602607690632663,0.15335977951947272,0.15503379362519448,0.1616706795790113,0.1694037864457656,0.1624806760523352,0.13052673830719075,0.09235858875560918
