high_freq_ngram,low_freq_ngram,frequency_ratio,log_ratio,category,jsd_layer_0,jsd_layer_1,jsd_layer_2,jsd_layer_3,jsd_layer_4,jsd_layer_5,jsd_layer_6,jsd_layer_7,jsd_layer_8,jsd_layer_9,jsd_layer_10,jsd_layer_11,jsd_layer_12,jsd_layer_13,jsd_layer_14,jsd_layer_15
fly,soar,22.57,1.354,movement,0.43621383047201323,0.40221649562326844,0.38778223227741054,0.35320579938417684,0.3592074107392096,0.37610526804700506,0.3579272801469019,0.38094069080782655,0.3807070884206935,0.3623896665176537,0.3407007730783724,0.32226501552756287,0.3043453584130793,0.29777534020330937,0.3122966393148347,0.2926273286259932
form,mold,16.23,1.21,creation,0.37441033494958764,0.3576798590481922,0.38822421157437537,0.41509386433424506,0.4346428324382841,0.4388757223614664,0.43973442127860085,0.44777948189319683,0.4573195787908588,0.4293360549354802,0.4224524238491988,0.41799193998034145,0.3984310149091691,0.38135178613117415,0.4013110452795151,0.3489612890835645
spot,espy,2571.15,3.41,perception,0.4129403339253318,0.421234066703697,0.4369410028343617,0.4160318751470725,0.417737816873906,0.4353457835600204,0.44627262320006134,0.42255035225984805,0.41747004045312275,0.4041002451697051,0.38078969274298974,0.3715141657231391,0.347083287935746,0.3507977104629449,0.3752614758213374,0.32552887566544914
wonder,ponder,11.16,1.048,cognitive,0.3360598842310799,0.2805255096571671,0.302502012066017,0.28350017138108924,0.3319079776387821,0.34419156549730545,0.3374779004571692,0.3558178568996342,0.3466038712022905,0.341744295584101,0.30655405636330446,0.28031195607209547,0.25331054167002814,0.2733271570165873,0.296526906826024,0.2466069079854688
look,gaze,71.9,1.857,perception,0.3299520725842385,0.3150050851036467,0.3393859996980454,0.3346413364780429,0.35688499411916225,0.3521419585768767,0.35717299264606167,0.3616406334556759,0.3541076612853559,0.35621906694273986,0.3148832606811334,0.2929230667211322,0.2723050131910311,0.2983875187333682,0.31590184534508764,0.2786896691026933
wreck,devastate,20.8,1.318,destruction,0.4037732485798849,0.36573990293404635,0.35568097940596716,0.33538694073150793,0.35126342022509366,0.376773699700338,0.3823556670357043,0.3981723619013484,0.38569911930780165,0.3701196697737865,0.3527350968250048,0.354205663925729,0.3614922561825854,0.3535401874366475,0.3744703133930834,0.31361556417808695
say,utter,26.32,1.42,communication,0.36375470746998584,0.33651624823238735,0.38751982546712943,0.36817180256149207,0.4187509708371988,0.4413618947233523,0.4474218621561533,0.4449107342425799,0.44469588811191185,0.4570097200167008,0.447871321441115,0.4600076431323591,0.44708412121536056,0.45399697522962396,0.43251007050306145,0.4249439312482548
want,desire,15.62,1.194,emotional,0.2548965071599405,0.21170033264079324,0.23234182407780338,0.2275007034352653,0.24551483711620806,0.2677442721528015,0.270906621463626,0.2661992019890928,0.27312607296979685,0.26444986242200746,0.23433871934692946,0.21768495057368978,0.20500557792700178,0.2036122152986765,0.20747139962420852,0.17202111930794553
believe,surmise,370.12,2.568,cognitive,0.4424831494238203,0.38489241487839543,0.3883094650632572,0.33552896312590597,0.35491024259327675,0.3582574814916683,0.36716137842672486,0.3647843841380666,0.372196216496906,0.3509723809122874,0.27579748266757137,0.24259510007854052,0.2240040745104745,0.20004332605793368,0.18409900619389014,0.13818496017926046
burn,incinerate,484.28,2.685,destruction,0.43200399468282136,0.43075433759162374,0.4103095340264967,0.34455787840304275,0.3488090159295959,0.3427862242108374,0.336857878333256,0.3211586536662986,0.30718961814414125,0.29499406918279597,0.27008731394836183,0.2800000521096564,0.2872028108289851,0.2866889058634132,0.3045130551108254,0.2733089241352449
love,adore,84.28,1.926,emotional,0.41409512490624345,0.3332078499722057,0.2930905963573801,0.26296224617030106,0.2802700160062138,0.2832630441659952,0.2773466252906647,0.27061204426735225,0.26913155870778593,0.26633264844369103,0.2192480483476773,0.20847029649132695,0.18585864829909604,0.1719231324212782,0.15250091464038193,0.11608638192622281
taste,savor,38.91,1.59,perception,0.42083783858917706,0.39741494704990754,0.36493429871813604,0.31128234594223625,0.32209612625708056,0.3283332487428328,0.3402533667933006,0.3548859057918585,0.34290521757614,0.3273839025233426,0.26452197251787335,0.2240204693794525,0.20803465571422664,0.19374050272619892,0.19661939918489146,0.154766327370293
walk,ambulate,2296.95,3.361,movement,0.4153074927287449,0.4133468572360337,0.41906743786902745,0.3938540533940226,0.40148514847471906,0.4033890467050636,0.4041515027039769,0.3898149085560283,0.3760959063898882,0.3602477552351254,0.3146174522720273,0.29267395941911034,0.28988866027291194,0.3030655561205332,0.3179510821582814,0.2716845205165148
break,shatter,26.89,1.43,destruction,0.4097679367358359,0.35997690396443915,0.3885213678069027,0.3880728890690271,0.4116890110647751,0.4120048689907749,0.4238488120674459,0.41954187089032213,0.4214174816261317,0.3838087450706489,0.3793767211378749,0.3603631921631564,0.3407238653132457,0.3623099410041284,0.37094526624565577,0.3321364859237562
guess,conjecture,34.82,1.542,cognitive,0.314111977360003,0.29644474182467884,0.32558315209797306,0.29032726962522337,0.31460639224573306,0.31665959485379797,0.33709209761718606,0.318731943041753,0.30942870671551126,0.295131563864416,0.2789773870561526,0.26055765991553925,0.23814086193533424,0.2534856622431655,0.2701816908400215,0.2206407151164106
destroy,demolish,27.57,1.44,destruction,0.38958910032853133,0.3427525780098324,0.3000064455433965,0.23354780999113134,0.235417704587907,0.21853989230290202,0.22205306936932326,0.20720235773555426,0.20762610402059997,0.18340051530398602,0.1476165749455452,0.1407259045341191,0.1477708450768475,0.14812715764032963,0.14813407625396552,0.11898194539940957
dance,cavort,252.26,2.402,movement,0.4243130124902207,0.4289940200047055,0.42800248848241096,0.3974108250215446,0.3904013553033882,0.40318521255311857,0.3967862560148651,0.39896802462655634,0.3860832138991525,0.36677897785182495,0.3351116531031454,0.29408565555365207,0.2683798177706283,0.2593651817782614,0.268186287108948,0.21895682928520815
write,compose,24.83,1.395,creation,0.27100488762286623,0.2366117873101457,0.24282221385811276,0.23041207505401695,0.26439875950773845,0.29125239789252844,0.2869017708585664,0.2943330498134328,0.2858147789679598,0.2459232244883051,0.20114383047010576,0.18996100500179236,0.1674732259543329,0.16509613469236578,0.17854694386404887,0.138288245354268
worry,fret,19.32,1.286,emotional,0.29023988693154523,0.2704484833364752,0.2683239556638395,0.2625627914633216,0.2948583110103349,0.32593572822062117,0.3410236370670506,0.3453765247804902,0.3367494913591559,0.3180249923738967,0.27858692392353135,0.274506602594876,0.2825272729032617,0.2950919639912737,0.3146831366630387,0.2761172844243698
bite,gnaw,64.54,1.81,consumption,0.3965214679699004,0.4032886721727713,0.40388534167882606,0.3553911702291048,0.3507463214395635,0.34209308442545133,0.343816229646988,0.34702307844693725,0.3506361388512658,0.32188573190568326,0.27282851016160686,0.25209801761128314,0.23619680245226546,0.23900749585592873,0.24987538727354675,0.20877928932851145
enjoy,relish,77.5,1.889,emotional,0.427373837878519,0.36681915607244026,0.3521065629174437,0.324492885276519,0.34522288810403984,0.3789231929827375,0.4028761906959921,0.3855036497088479,0.3682751684301861,0.36221926487937595,0.29498562121683636,0.24981639386990928,0.22987621196611963,0.21704014039503883,0.21324546472523448,0.16169476256247672
stare,gawk,16.25,1.211,perception,0.420515407405169,0.39861593426259434,0.38431373571110355,0.3664843268650536,0.39056693681592336,0.39197246724639767,0.38972058173105517,0.38054171476910714,0.3655210349609059,0.350939344702616,0.2888433057905207,0.2759305575659727,0.25842694649492715,0.26385587194524335,0.30162221530118477,0.25208993776347166
understand,fathom,159.44,2.203,cognitive,0.40932726887658966,0.38721771513790954,0.3988668526453356,0.38618248001409494,0.41177164087926305,0.4220481659728212,0.4289461533040073,0.43602267061251254,0.42829985095365797,0.41328915561270996,0.3607790564696972,0.3267653291356227,0.2995275046878062,0.28033505264510805,0.27520164473518655,0.220279732789402
run,sprint,42.2,1.625,movement,0.3424532178246963,0.3417718191307759,0.35629567678788543,0.35622860391436795,0.36881665392154384,0.41022293239346397,0.4082707295568244,0.4130377163007878,0.4141429592322464,0.39106551857775695,0.37457471592302183,0.36752550747849877,0.34799132325694,0.36146323093776445,0.3864908903946747,0.34110687779601345
realize,apprehend,73.33,1.865,cognitive,0.4190673681649891,0.37395430973223254,0.3540348761873138,0.3051422405034271,0.308467656318388,0.3193349427537598,0.31849637286176824,0.2947706145488802,0.29287019292981414,0.26859734249005507,0.20161671915124843,0.16814366545131107,0.16348932542183717,0.15601978900646507,0.14222849932798431,0.10695805795963519
notice,discern,11.38,1.056,perception,0.3629647656275221,0.33087843100168424,0.34542801579972265,0.32376015592978324,0.3522265222686742,0.40475566460147294,0.4067076960536229,0.40901278662649554,0.4312620897945705,0.38602576074035455,0.3693187559773712,0.34762691656371747,0.3239672013511338,0.3426447923509622,0.3403858338161385,0.285933887766045
forget,disremember,8018.47,3.904,cognitive,0.3891159147597631,0.3397833272333113,0.33766161424861907,0.2809644372942515,0.2911889820857847,0.31120079501678183,0.30194691077381575,0.2689019145578301,0.2678008187815784,0.24148845351695403,0.2050197868041819,0.21242033684129955,0.19758215539795024,0.19585943558213767,0.20238494160967796,0.17052088331870097
design,devise,129.79,2.113,creation,0.35345763722943174,0.3269565180135639,0.3648537854506587,0.344771665210985,0.38227110452154733,0.38773982855419176,0.40620810110239836,0.39665526686584374,0.39928406070426636,0.34979623855455433,0.31084088365438356,0.27473606877264156,0.24363877473334378,0.25056056152928124,0.2666302376773344,0.21552042829804777
smash,pulverize,61.14,1.786,destruction,0.43915082051288296,0.4064138261942653,0.4062558758402772,0.37200612847850933,0.37903453384188684,0.4122932000115813,0.4096981250174246,0.40727990018306737,0.40446136598623317,0.38724617486604773,0.3413706346178276,0.3185904261993944,0.2901643817139775,0.2994054267237519,0.3099417718832343,0.27929627092108733
stroll,saunter,12.64,1.102,movement,0.43226625230969035,0.41106193246874106,0.40661062280707755,0.34734245052660867,0.32977916333784446,0.3248189876542267,0.3236242157684722,0.3081900994100638,0.28154661497645866,0.27049442523680267,0.22130670560670904,0.20450147306872285,0.20410800150361974,0.218563396818777,0.24161765794117454,0.21555783761255237
speak,articulate,28.51,1.455,communication,0.3602361808546518,0.34033324886635513,0.3616255646995603,0.32434259706876095,0.3378177400304093,0.35983328761418787,0.3830551182488966,0.37392180632644045,0.36604353896452324,0.36546858191940734,0.3160830691647366,0.30463900438379443,0.2898148129518741,0.28105493715310215,0.29366786365935316,0.25663472316998504
rush,hasten,23.69,1.375,movement,0.41357644705519286,0.4012926846247993,0.38493544861014894,0.36449955279112817,0.3581179774375496,0.37856097355302776,0.3870988678134626,0.380795902048414,0.38700272316711515,0.3739050148960927,0.3311889938278478,0.31048696788074215,0.28275650944948255,0.2971674386513137,0.3164121758218323,0.3011290794875129
shout,vociferate,4848.15,3.686,communication,0.4408674838884207,0.41662947334830663,0.4048042314997964,0.404591230133801,0.4074545766741608,0.4044489091521687,0.402898778332038,0.3980859452385279,0.40020879958871525,0.3741827999084951,0.3599925044924166,0.324255209393319,0.29118922217909987,0.2895641804515321,0.28656524603749245,0.2423903536891453
hate,loathe,41.44,1.617,emotional,0.40796453076627603,0.3431300999739547,0.32465358403831546,0.277559357740469,0.278913427345476,0.2983065118610765,0.3036792109580042,0.2915057031784995,0.28741578517503724,0.27554503371056854,0.22792049922691188,0.2200678679470946,0.1984446898240121,0.19448124246005,0.19962821254067686,0.1644959551999499
ruin,ravage,43.42,1.638,destruction,0.4186999648917622,0.3727079354669651,0.36393094451149555,0.3036736930713497,0.30423667824017286,0.30942369366124,0.31648055549888,0.3227022607252958,0.3111247379741598,0.27886162994955394,0.21923064832505235,0.1903640403839722,0.18171596476888344,0.17027450088273471,0.1691457380029382,0.13347716526684797
see,perceive,106.58,2.028,perception,0.3254334598179975,0.2934971385203557,0.3117893879369597,0.2750990579509367,0.28755019967244877,0.34587177914842865,0.3406495382240735,0.34577634010692193,0.33917978458491926,0.3290711397518896,0.3051271829921084,0.291996575018609,0.2756738739307802,0.2684411115794585,0.27941550709905616,0.2316322771130213
hope,aspire,62.98,1.799,emotional,0.41428875979173835,0.38900514425830846,0.39776233349914025,0.35493651597523534,0.361634662388586,0.37733540962535594,0.38437972330897513,0.3746193325612292,0.3734922190720698,0.3515635363465135,0.3007427841478259,0.26670984846417484,0.24976538415127775,0.24627832896619445,0.24104169093078986,0.19005095309972836
listen,heed,23.65,1.374,perception,0.3457561340652683,0.329778014108001,0.3212560160974449,0.30826929827465377,0.3139338926741194,0.3362089559168525,0.33683302961447614,0.3479415734562188,0.33293436825896017,0.3180751831838864,0.2837596501031689,0.25519122890375256,0.25611815817316924,0.22817990064821658,0.23600116191246287,0.20520249242973054
remember,recollect,123.1,2.09,cognitive,0.38471244402483973,0.3019147687667517,0.30020869894744634,0.2474552258002101,0.2668355322267427,0.2805304445213208,0.26869328818911276,0.2637217064907756,0.25772298484448414,0.26183514385455925,0.23510385254918656,0.20526954927795923,0.19124972660547418,0.1857367144533123,0.19912616835007071,0.16979315336773226
