layer,probe_auroc,freq_dir_norm,freq_dir_mean,freq_dir_std,dataset
0,0.981859410430839,0.9999999999997894,-2.786838143233324e-05,0.022097069338559597,verb
1,0.9863945578231292,0.9999999999997894,-9.73548678886736e-05,0.022096872449047913,verb
2,0.9841269841269841,0.999999999999784,-0.00011674592830783934,0.022096778507013474,verb
3,0.9886621315192744,0.9999999999997874,-5.105809604462383e-05,0.022097027923922725,verb
4,0.9773242630385488,0.9999999999997863,-4.425665445048594e-05,0.022097042592807033,verb
5,0.9750566893424036,0.9999999999997858,2.719758092031038e-05,0.022097070174377936,verb
6,0.9705215419501134,0.9999999999997854,4.245256191382934e-05,0.02209704613245348,verb
7,0.9795918367346939,0.9999999999997858,3.924626252635708e-05,0.022097052059735674,verb
8,0.9909297052154195,0.999999999999783,5.073439829218399e-05,0.022097028669498035,verb
9,0.9863945578231292,0.9999999999997817,8.529189537058983e-05,0.022096922303623437,verb
10,0.9863945578231292,0.9999999999997711,5.269472680744907e-05,0.022097024081661837,verb
11,0.9818594104308389,0.9999999999997677,2.063293112143259e-05,0.02209707727917714,verb
12,0.9773242630385488,0.9999999999997609,3.3609507737367974e-05,0.022097061352151694,verb
13,0.963718820861678,0.9999999999997531,0.00011739392093507487,0.02209677507391263,verb
14,0.9297052154195011,0.9999999999997474,0.00011321715093223555,0.022096796869150247,verb
15,0.9160997732426304,0.9999999999997224,9.837815530025008e-05,0.022096867916930867,verb
