layer,probe_auroc,freq_dir_norm,freq_dir_mean,freq_dir_std,dataset
0,0.8224852071005917,0.999999999999738,-0.0002182704111356984,0.02209600887100127,legal
1,0.8461538461538461,0.9999999999997391,5.368585126358196e-05,0.022097021695900998,legal
2,0.8757396449704142,0.9999999999997391,0.00010142414182972263,0.022096854145855226,legal
3,0.8698224852071006,0.9999999999997391,3.859741375895811e-05,0.02209705320261949,legal
4,0.8461538461538461,0.9999999999997384,6.92504973620544e-05,0.022096978399056277,legal
5,0.8698224852071006,0.999999999999738,7.072658628382556e-05,0.02209697372378708,legal
6,0.8579881656804733,0.9999999999997378,6.141840126800788e-05,0.022097001556313688,legal
7,0.8461538461538463,0.9999999999997379,2.075135787808826e-05,0.0220970771682793,legal
8,0.8994082840236687,0.9999999999997375,1.9185176220141093e-05,0.022097078583576544,legal
9,0.9230769230769231,0.9999999999997355,4.430580765557414e-05,0.02209704249430565,legal
10,0.9112426035502958,0.9999999999997322,2.5104214639176003e-05,0.02209707265178231,legal
11,0.9289940828402367,0.999999999999729,7.463397759514633e-05,0.022096960871783335,legal
12,0.9053254437869822,0.9999999999997249,6.778154569897598e-05,0.022096982953828653,legal
13,0.9289940828402365,0.9999999999997226,9.92764677415786e-05,0.022096863899265927,legal
14,0.8402366863905325,0.9999999999997163,9.901879337950159e-05,0.022096865055438987,legal
15,0.7810650887573964,0.9999999999996968,-2.4747589296788164e-06,0.02209708677349284,legal
